FMID,MarketName,Website,Facebook,Facebook_clean,Twitter,Youtube,OtherMedia,street,city,city_clean,County,State,zip,Season1Date,Season1Datecopy 1,Season1Datecopy 2,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,Credit_clean,WIC,WIC_clean,WICcash,WICcash_clean,SFMNP,SFMNP_clean,SNAP,SNAP_clean,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1008375,Kaiser Permanente Fresno Farmers Market,http://www.kp.org/fresno,,,https://twitter.com/kpfresno,,,7300 N. Fresno Street,Fresno,FRESNO,Fresno,California,93720,03/02/2015 to 11/30/2015,03/02/2015,11/30/2015,Wed: 8:00 AM-1:30 PM;,12/01/2015 to 02/29/2016,Wed: 9:00 AM-1:30 PM;,,,,,-119.781470,36.843189,,Y,1,N,0,Y,1,N,0,N,0,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,4/21/2015 6:11:15 PM
1001046,Kaiser Permanente Morse Ave (Sacramento),http://www.Salleorchards.com,salle orchards,https://www.facebook.com/salle orchards,,,,2025 Morse Avenue,Sacramento,SACRAMENTO,Sacramento,California,,03/20/2015 to 11/20/2015,03/20/2015,11/20/2015,Fri: 9:30 AM-2:00 PM;,,,,,,,-121.393355,38.601219,,Y,1,Y,1,Y,1,Y,1,N,0,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2015 3:51:10 PM
1001049,Kaiser Permanente Pointe West,http://www.Salleorchards.com,salle orchards,https://www.facebook.com/salle orchards,,,,1650 Response Rd,Sacramento,SACRAMENTO,Sacramento,California,,02/09/2015 to 12/14/2015,02/09/2015,12/14/2015,Mon: 9:30 AM-2:00 PM;,,,,,,,-121.429913,38.596807,,Y,1,Y,1,Y,1,Y,1,N,0,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2015 3:59:22 PM
1011443,Kaiser Permanente San Jose Farmers' Market,http://www.pcfma.org,,,www.twitter.com/PacCoastFarmers,,,"250 Hospital Parkway, San Jose, California 95119",San Jose ,SAN JOSE,Santa Clara,California,,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Fri: 10:00 AM-2:00 PM;,,,,,,,-121.800143,37.240455,,Y,1,Y,1,N,0,N,0,Y,1,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,7/20/2015 1:40:47 PM
1011444,Kaiser Permanente Santa Clara Farmers' Market,http://www.pcfma.org,,,www.twitter.com/PacCoastFarmers,,,710 Lawrence Expressway,Santa Clara,SANTA CLARA,Santa Clara,California,95051,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Fri: 8:30 AM-1:30 PM;,,,,,,,-121.9985712,37.3363589,,Y,1,Y,1,N,0,N,0,Y,1,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,7/20/2015 1:48:07 PM
1006572,Kaiser Permanente Union City Farmers' Market,http://www.pcfma.com/market_home.php?market_id=32,,,,,,3553 Whipple Road,Union City,UNION CITY,Alameda,California,94587,January to December,1,12,Tue:10:00 AM - 2:00 PM;,,,,,,,-122.0832352,37.6056764,Healthcare Institution,N,0,Y,1,N,0,Y,1,Y,1,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 6:21:45 PM
1011485,Kaiser Redwood City Certified Farmers' Market,http://pcfma.org,,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Veterans Blvd. and Maple St.,Redwood City,REDWOOD CITY,San Mateo,California,94063,04/01/2015 to 10/28/2015,04/01/2015,10/28/2015,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.222647,37.488990,,Y,1,Y,1,N,0,Y,1,Y,1,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/21/2015 8:20:33 PM
1011502,Kaiser San Francisco Certified Farmers' Market,http://pcfma.org,,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Geary St. and St. Joseph Ave.,San Francisco,SAN FRANCISCO,San Francisco,California,94115,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.442934,37.782694,,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,7/24/2015 2:13:39 PM
1003673,Kaiser South Bay Farmers' Market,http://www.lacienegafarmersmarket.com,https://www.facebook.com/kaisersouthbayfarmersmarket?ref=hl,https://www.facebook.com/kaisersouthbayfarmersmarket?ref=hl,https://twitter.com/MNPFarmersMkt,,,25825 S. Vermont Avenue,Harbor City,HARBOR CITY,Los Angeles,California,90710,01/01/2014 to 12/01/2014,01/01/2014,12/01/2014,Wed: 10:00 AM-3:00 PM;,,,,,,,-118.293738,33.790081,Healthcare Institution,Y,1,Y,1,Y,1,Y,1,Y,1,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/1/2014 8:16:34 PM
1011466,Kaiser South San Francisco Certified Farmers' Market,http://pcfma.org,,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,1200 El Camino Real,South San Francisco ,SOUTH SAN FRANCISCO ,San Mateo,California,94080,05/05/2015 to 10/13/2015,05/05/2015,10/13/2015,Tue: 10:00 AM-2:00 PM;,,,,,,,-122.439480,37.658875,,Y,1,Y,1,N,0,Y,1,Y,1,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/20/2015 3:02:18 PM
1011356,Kaiser Vallejo Farmers' Market,http://www.pcfma.org,,,,,,975 Sereno Dr.,Vallejo ,VALLEJO,Contra Costa,California,,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Fri: 10:00 AM-2:00 PM;,,,,,,,-122.2484432,38.1276700,,Y,1,Y,1,N,0,N,0,Y,1,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 11:48:32 AM
1011346,Kaiser Walnut Creek,http://www.pcfma.org,,,,,,1425 Main St.,Walnut Creek,WALNUT CREEK,Contra Costa,California,,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Tue: 10:00 AM-2:00 PM;,,,,,,,-122.0608974,37.8994941,,Y,1,Y,1,N,0,N,0,Y,1,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 11:06:41 AM
1002217,Kakaako Farmers' Market,http://www.kakaakofarmersmarket.com,https://www.facebook.com/pages/Kakaako-Farmers-Market/245999865419258,https://www.facebook.com/pages/Kakaako-Farmers-Market/245999865419258,https://twitter.com/farmlovers,,@alohafarmlovers on pinterest,1050 Ala Moana Blvd,Honolulu,HONOLULU,Honolulu,Hawaii,96814,01/01/2014 to 12/31/2014,01/01/2014,12/31/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-157.855564,21.294941,Private business parking lot,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,5/13/2014 8:01:45 PM
1001032,Kalaheo Neighborhood Center (Sunshine Markets),,,,,,,Paplina Road off Kaumualli,Kalaheo,KALAHEO,Kauai,Hawaii,96741,,null,,,,,,,,,-159.527,21.9251,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1016886,Kalamazoo Farmer's Market ,http://pfcmarkets.com/,https://www.facebook.com/KalamazooFarmersMarket/,https://www.facebook.com/KalamazooFarmersMarket/,,,https://www.instagram.com/explore/locations/2843230/kalamazoo-farmers-market/,1204 Bank St ,Kalamazoo,KALAMAZOO,Kalamazoo,Michigan,49001,05/06/2017 to 11/18/2017,05/06/2017,11/18/2017,Tue: 7:00 AM-2:00 PM;Thu: 7:00 AM-2:00 PM;Sat: 7:00 AM-2:00 PM;,,,,,,,-85.575044,42.279417,,Y,1,Y,1,Y,1,Y,1,Y,1,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3/23/2017 3:17:40 PM
1005252,Kalihi Valley District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,,1911 Kam IV Road,Honolulu,HONOLULU,Honolulu,Hawaii,96819,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Sat: 10:00 AM-11:00 AM;,,,,,,,-157.869950,21.344696,,Y,1,N,0,N,0,Y,1,Y,1,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,3/25/2015 6:45:48 PM
1001754,Kalispell Farmers Market,,,,,,,Center Street and Fifth Avenue,Kalispell,KALISPELL,Flathead,Montana,59903,,null,,,,,,,,,-114.306,48.2,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1011859,Kalkaska Farmers Market,,www.facebook.com/kalkaskafarmmarket,https://www.facebook.com/www.facebook.com/kalkaskafarmmarket,,,,353 S. Cedar,Kalkaska,KALKASKA,Kalkaska,Michigan,49646,05/24/2016 to 10/11/2016,05/24/2016,10/11/2016,Tue: 2:00 PM-6:00 PM;,,,,,,,-85.178275,44.730628,,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/5/2016 11:36:36 AM
1006265,Kamas Farmers Market,,,,,,,Kamas Rodeo Grounds,Kamas,KAMAS,Summit,Utah,84036,,null,,,,,,,,,-111.281,40.643,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1008118,Kamehameha Community Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,,1400 Kalihi Street,Honolulu,HONOLULU,Honolulu,Hawaii,96822,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Sat: 6:30 AM-7:30 AM;,,,,,,,-157.871842,21.334995,,Y,1,N,0,N,0,Y,1,Y,1,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,3/25/2015 3:37:01 PM
1012470,Kamm's Corners Farmers Market,http://www.kammscornersfarmersmarket.org,https://www.facebook.com/kammsmarket/,https://www.facebook.com/kammsmarket/,,,,16906 Albers Ave.,Cleveland ,CLEVELAND,Cuyahoga,Ohio,44111,06/12/2016 to 10/09/2016,06/12/2016,10/09/2016,Sun: 10:00 AM-1:00 PM;,,,,,,,-81.814974,41.449328,,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,7/12/2016 9:16:10 AM
1012702,Kamuela Farmers Market,http://kamuelafarmersmarket.com/,https://www.facebook.com/kamuelafarmersmarket/,https://www.facebook.com/kamuelafarmersmarket/,,,https://www.instagram.com/kamuelafarmersmarket/,67-139 Pukalani Road,Kamuela,KAMUELA,Hawaii,Hawaii,96743,01/01/2016 to 12/31/2016,01/01/2016,12/31/2016,Sat: 7:00 AM-12:00 PM;,,,,,,,-155.662467,20.016964,,Y,1,N,0,N,0,N,0,N,0,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,7/19/2016 3:28:15 AM
1003928,Kanab Farmer's Market,,,,,,,78 S. 100 E.,Kanab,KANAB,Kane,Utah,84741,03/16/2013 to 10/12/2013,03/16/2013,10/12/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-112.5267,37.04661,Local government building grounds,N,0,N,0,N,0,N,0,N,0,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/20/2014 9:36:01 AM
1012620,Kanawha Farmers Market,,,,,,,,Kanawha,KANAWHA,Hancock,Iowa,50447,06/13/2016 to 10/10/2016,06/13/2016,10/10/2016,Mon: 3:00 PM-5:00 PM;,,,,,,,-93.7932746,42.9377443,,Y,1,N,0,Y,1,Y,1,N,0,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,7/14/2016 8:42:59 PM
1005253,Kaneohe District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,,45-660 Keaahala Road,Kaneohe,KANEOHE,Honolulu,Hawaii,96814,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Thu: 10:30 AM-12:00 PM;,,,,,,,-157.809836,21.409885,,Y,1,N,0,N,0,Y,1,Y,1,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,3/25/2015 6:42:31 PM
1001039,Kankakee County Farmers Market II,,,,,,,805 N. Kennedy Dr.,Kankakee,KANKAKEE,Kankakee,Illinois,60901,,null,,,,,,,,,-87.8785,41.1298,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1010312,Kankakee Farmers' Market,http://www.downtownkankakee.com/farmers.html,https://www.facebook.com/K3FarmersMarket,https://www.facebook.com/K3FarmersMarket,https://twitter.com/K3FarmersMarket,,,200 S Schuyler Ave,Kankakee,KANKAKEE,Kankakee,Illinois,60901,04/26/2014 to 10/25/2014,04/26/2014,10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-87.863989,41.118811,Private business parking lot,Y,1,N,0,N,0,Y,1,N,0,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,6/12/2014 3:48:21 PM
1001038,Kankakee Farmers' Market - Spring Market,http://www.downtownkankakee.com/farmers.html,https://www.facebook.com/groups/KankakeeFarmersMarket/,https://www.facebook.com/groups/KankakeeFarmersMarket/,,,,200 E. Merchant St.,Kankakee,KANKAKEE,Kankakee,Illinois,60901,04/26/2014 to 05/17/2014,04/26/2014,05/17/2014,Sat: 8:00 AM-12:00 PM;,05/24/2014 to 09/27/2014,Sat: 7:00 AM-12:00 PM;,10/04/2014 to 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,-87.86395,41.11913,Local government building grounds,Y,1,N,0,N,0,Y,1,N,0,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,3/31/2014 4:14:32 PM
1011807,Kansas Grown Farmers Market 21st & Ridge,http://www.kansasgrowninc.com,kansasgrowninc,https://www.facebook.com/kansasgrowninc,@KSGrownMarket,,@kansasgrownfarmersmarket,7001 W 21st St N,Wichita,WICHITA,Sedgwick,Kansas,67205,04/02/2016 to 10/29/2016,04/02/2016,10/29/2016,Sat: 7:00 AM-12:00 PM;,11/12/2016 to 03/11/2017,Sat: 8:00 AM-12:00 PM;,,,,,-97.425572,37.722685,,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,7/13/2016 2:59:54 PM
1011808,Kansas Grown Farmers Market 21st & Rock,http://www.kansasgrowninc.com,kansasgrownfarmersmarket,https://www.facebook.com/kansasgrownfarmersmarket,@KSGrownMarket,,@kansasgrownfarmersmarket,8141 E 21st St N ,Wichita,WICHITA,Sedgwick,Kansas,67206,04/12/2016 to 09/27/2016,04/12/2016,09/27/2016,Tue: 3:00 PM-6:30 PM;,,,,,,,-97.242456,37.722703,,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,3/21/2016 7:02:36 AM
1011809,Kansas Grown Farmers Market Derby,http://www.kansasgrowninc.com,kansasgrownfarmersmarket,https://www.facebook.com/kansasgrownfarmersmarket,@KSGrownMarket,,@kansasgrownfarmersmarket,611 N Mulberry Rd,Derby,DERBY,Sedgwick,Kansas,67037,05/07/2016 to 09/24/2016,05/07/2016,09/24/2016,Sat: 7:00 AM-12:00 PM;,,,,,,,-97.248313,37.548377,,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,3/21/2016 7:09:36 AM
1003614,Kapaa New Town Park (Sunshine Markets),,,,,,,Kahau Road,Kapaa,KAPAA,Kauai,Hawaii,96746,,null,,,,,,,,,-159.321,22.0764,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005254,Kapolei Community Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,,91-1049 Kamaaha Loop,Kapolei,KAPOLEI,Honolulu,Hawaii,96707,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Sun: 7:00 AM-8:30 AM;,,,,,,,-158.068520,21.333433,,Y,1,N,0,N,0,Y,1,Y,1,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,3/25/2015 4:39:52 PM
1006249,Kasilof Flea and Farmers Market,,,,,,,Corner of Mile 111 1/2 Sterling Highway and North Cohoe Loop,Anchorage,ANCHORAGE,,Alaska,,,null,,,,,,,,,-149.9,61.2181,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1011714,Katy Trail Market,,,,,,,,Ashland ,ASHLAND,Boone,Missouri,,,null,,Thu: 1:30 PM-;Fri: 6:30 PM-;,,,,,,,-92.262023,38.778763,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/19/2015 12:46:33 PM
1006662,Kauai Community Market,http://www.kauaicommunitymarket.org,,,,,,3-1901 Kaumualii Highway,Lihue,LIHUE,Kauai,Hawaii,96766,,null,,Sat: 9:30 AM-1:00 PM;,,,,,,,-159.396482,21.967037,Educational institution,Y,1,N,0,N,0,N,0,Y,1,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 1:26:01 PM
1008102,Kauai Culinary Market,http://www.kauaigrown.org,,,,,,Kukuiula Shopping Village,Koloa ,KOLOA,Kauai,Hawaii,96756,,null,,,,,,,,,-159.469167,21.906667,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/26/2014 11:33:24 PM
1005873,Kauffman's Farmers Market,http://www.kauffmanfarmerket.com,,,,,,1305 Mennonite Church Road,Montezuma,MONTEZUMA,,Georgia,31063,,null,,,,,,,,,-83.9813,32.3182,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005255,Kaumualii Street (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,, 700 Kalihi Street,Honolulu,HONOLULU,Honolulu,Hawaii,96819,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Sat: 8:00 AM-9:30 AM;,,,,,,,-157.877933,21.327477,,Y,1,N,0,N,0,Y,1,Y,1,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,3/25/2015 6:23:45 PM
1002030,KC Organics and Natural Market,http://www.kcorganics.com,https://www.facebook.com/kcorganicsandnaturalmarket?Cached,https://www.facebook.com/kcorganicsandnaturalmarket?Cached,,,,1/4 mile East of Holmes Road on Red Bridge Road,Kansas City,KANSAS CITY,Jackson,Missouri,64114,05/02/2015 to 10/17/2015,05/02/2015,10/17/2015,Sat: 8:00 AM-12:30 PM;,12/12/2015 to 12/12/2015,Sat: 9:00 AM-2:00 PM;,,,,,-94.575908,38.924954,,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,3/19/2015 3:22:54 PM
1007736,KCC Diamond Head Farmers Market,http://www.hfbf.org,,,,,,4303 Diamond Head Road,Honolulu,HONOLULU,Honolulu,Hawaii,96816,,null,,,,,,,,,-157.799,21.268,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 12 2010  5:50AM
1018496,KCK Farmers Market - THURSDAY at KCKCC,http://www.kckfarmersmarket.com/information2.html,https://www.facebook.com/kckfarmersmarket/,https://www.facebook.com/kckfarmersmarket/,https://twitter.com/FarmersKCK,,,Argentine Ln. ,Kansas City,KANSAS CITY,Wyandotte,Kansas,66112,06/08/2017 to 10/26/2017,06/08/2017,10/26/2017,Thu: 7:30 AM-12:00 PM;,,,,,,,-94.750481,39.121281,,Y,1,N,0,N,0,Y,1,Y,1,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/30/2017 1:45:27 PM
1018497,KCK Farmers Market - TUESDAY at Catholic Charities,http://www.kckfarmersmarket.com/information2.html,https://www.facebook.com/kckfarmersmarket/,https://www.facebook.com/kckfarmersmarket/,https://twitter.com/FarmersKCK,,,2220 Central Ave.,Kansas City,KANSAS CITY,Wyandotte,Kansas,66102,06/06/2017 to 10/24/2017,06/06/2017,10/24/2017,Tue: 7:30 AM-12:00 PM;,,,,,,,-94.654836,39.108115,,Y,1,N,0,N,0,Y,1,Y,1,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/30/2017 1:51:34 PM
1018498,KCK Farmers Market - WEDNESDAY on Strawberry Hill,http://www.kckfarmersmarket.com/information2.html,https://www.facebook.com/kckfarmersmarket/,https://www.facebook.com/kckfarmersmarket/,https://twitter.com/FarmersKCK,,,6th & Tauromee,Kansas City,KANSAS CITY,Wyandotte,Kansas,66101,06/07/2017 to 10/25/2017,06/07/2017,10/25/2017,Wed: 7:30 AM-12:00 PM;,,,,,,,-94.624308,39.112251,,Y,1,N,0,N,0,Y,1,Y,1,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/30/2017 1:56:53 PM
1007527,Keaau Village Farmers Market,,,,,,,16-0550 Olld Volcano Road,Keaau,KEAAU,Hawaii,Hawaii,96749,,null,,,,,,,,,-155.039,19.6258,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005806,Kearney Area Farmers' Market,http://www.krnyfarmersmarket.com,https://www.facebook.com/KearneyAreaFarmersMarket,https://www.facebook.com/KearneyAreaFarmersMarket,,,,4700 2nd Ave,Kearney,KEARNEY,Buffalo,Nebraska,68847,05/24/2014 to 10/29/2014,05/24/2014,10/29/2014,Wed: 3:30 PM-6:30 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-99.084957,40.720936,Private business parking lot,Y,1,Y,1,N,0,Y,1,N,0,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,3/14/2014 3:23:10 PM
1008689,Kearney Area Farmers' Market,http://www.krnyfarmersmarket.com,https://www.facebook.com/KearneyAreaFarmersMarket,https://www.facebook.com/KearneyAreaFarmersMarket,,,,5011 N 2nd Ave,Kearney ,KEARNEY,Buffalo,Nebraska,68847,06/02/2014 to 10/27/2014,06/02/2014,10/27/2014,Mon: 3:30 PM-6:30 PM;,,,,,,,-99.081703,40.724882,Private business parking lot,N,0,Y,1,N,0,Y,1,N,0,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 3:17:44 PM
1012346,Keauhou Farmers Market,http://www.konacountyfarmbureau.org,https://www.facebook.com/KeauhouFarmersMarket/,https://www.facebook.com/KeauhouFarmersMarket/,,,,"78-6831 Alii Dr, Kailua-Kona, HI 96740",Kahaluu-Keauhou ,KAHALUU-KEAUHOU ,Hawaii,Hawaii,96740,01/01/2016 to 12/31/2016,01/01/2016,12/31/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-155.961611,19.570129,,Y,1,N,0,N,0,N,0,Y,1,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,7/8/2016 2:55:17 AM
1018321,Kedron Farmers Market ,,,,,,,6001 Hwy.48 S,Dickson ,DICKSON ,Hickman,Tennessee,37055,05/31/2017 to 09/27/2017,05/31/2017,09/27/2017,Wed: 3:30 PM-6:30 PM;,,,,,,,-87.477110,35.943639,,Y,1,N,0,N,0,N,0,N,0,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,6/21/2017 11:36:11 PM
1001927,Keene Farmers' Market,http://www.adirondackfarmersmarket.com,,,,,,Rt. 73 at Marcy Airfield,Keene,KEENE,Essex,New York,12944,06/15/2014 to 10/12/2014,06/15/2014,10/12/2014,Sun: 9:30 AM-2:00 PM;,,,,,,,-73.786935,44.222025,Local government building grounds,Y,1,Y,1,N,0,Y,1,N,0,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,5/23/2014 10:12:37 AM
1010219,Keeseville Farmers' Market,http://www.adirondackfarmersmarket.com,,,,,,1721 Front St.,Keeseville,KEESEVILLE,Essex,New York,12944,06/11/2014 to 08/27/2014,06/11/2014,08/27/2014,Wed: 10:00 AM-2:00 PM;,,,,,,,-73.480927,44.504430,Local government building grounds,Y,1,Y,1,N,0,Y,1,N,0,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,5/23/2014 11:44:08 AM
1003613,Kekaha Neighborhood Center (Sunshine Markets),,,,,,,Elepaio Road,Kekaha,KEKAHA,Kauai,Hawaii,96752,,null,,,,,,,,,-159.718,21.9704,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
